post_id,word,lemma,pos,lemma_p
5,Press,Press,PROPN,Press_PROPN
5,",",",",PUNCT,",_PUNCT"
5,”,"""",PUNCT,"""_PUNCT"
5,Todd,todd,ADJ,todd_ADJ
5,…,…,PUNCT,…_PUNCT
6,RT,RT,PROPN,RT_PROPN
6, , ,SPACE, _SPACE
6,@MagaGlam,@magaglam,PROPN,@magaglam_PROPN
6,🇺,🇺,NFP,🇺_NFP
6,🇸,🇸,NFP,🇸_NFP
6,♥,♥,PROPN,♥_PROPN
6,️,️,X,️_X
6,Bring,bring,VERB,bring_VERB
6,Back,back,ADP,back_ADP
6, , ,SPACE, _SPACE
6,Trump,Trump,PROPN,Trump_PROPN
6, , ,SPACE, _SPACE
6,💙,💙,NFP,💙_NFP
6,🇺,🇺,NFP,🇺_NFP
6,🇸,🇸,NFP,🇸_NFP
8,The,the,DET,the_DET
8,CBP,CBP,PROPN,CBP_PROPN
8,Home,Home,PROPN,Home_PROPN
8,App,App,PROPN,App_PROPN
8,is,be,AUX,be_AUX
8,now,now,ADV,now_ADV
8,available,available,ADJ,available_ADJ
8,across,across,ADP,across_ADP
8,all,all,DET,all_DET
8,mobile,mobile,ADJ,mobile_ADJ
8,App,App,PROPN,App_PROPN
8,Stores,store,NOUN,store_NOUN
8,!,!,PUNCT,!_PUNCT
9,Congratulations,congratulation,NOUN,congratulation_NOUN
9,to,to,ADP,to_ADP
9,Mariano,Mariano,PROPN,Mariano_PROPN
9,Rivera,Rivera,PROPN,Rivera_PROPN
9,on,on,ADP,on_ADP
9,unanimously,unanimously,ADV,unanimously_ADV
9,being,be,AUX,be_AUX
9,elected,elect,VERB,elect_VERB
9,to,to,ADP,to_ADP
9,the,the,DET,the_DET
9,National,National,PROPN,National_PROPN
9,Baseball,Baseball,PROPN,Baseball_PROPN
9,Hall,Hall,PROPN,Hall_PROPN
9,of,of,ADP,of_ADP
9,Fame,Fame,PROPN,Fame_PROPN
9,!,!,PUNCT,!_PUNCT
9,Not,not,PART,not_PART
9,only,only,ADV,only_ADV
9,a,a,DET,a_DET
9,great,great,ADJ,great_ADJ
9,player,player,NOUN,player_NOUN
9,but,but,CCONJ,but_CCONJ
9,a,a,DET,a_DET
9,great,great,ADJ,great_ADJ
9,person,person,NOUN,person_NOUN
9,.,.,PUNCT,._PUNCT
9,I,I,PRON,I_PRON
9,am,be,AUX,be_AUX
9,thankful,thankful,ADJ,thankful_ADJ
9,for,for,ADP,for_ADP
9,Mariano,Mariano,PROPN,Mariano_PROPN
9,’s,’s,PART,’s_PART
9,support,support,NOUN,support_NOUN
9,of,of,ADP,of_ADP
9,the,the,DET,the_DET
9,Opioid,Opioid,PROPN,Opioid_PROPN
9,Drug,Drug,PROPN,Drug_PROPN
9,Abuse,Abuse,PROPN,Abuse_PROPN
9,Commission,Commission,PROPN,Commission_PROPN
9,and,and,CCONJ,and_CCONJ
9,@FitnessGov,@fitnessgov,PROPN,@fitnessgov_PROPN
9,.,.,PUNCT,._PUNCT
9,#,#,SYM,#_SYM
9,EnterSandman,EnterSandman,PROPN,EnterSandman_PROPN
9,#,#,SYM,#_SYM
9,HOF2019,HOF2019,PROPN,HOF2019_PROPN
9,💯,💯,NFP,💯_NFP
9,https://t.co/reU1gKWHSQ,https://t.co/reU1gKWHSQ,URL,https://t.co/reU1gKWHSQ_URL
10,My,my,PRON,my_PRON
10,recent,recent,ADJ,recent_ADJ
10,statement,statement,NOUN,statement_NOUN
10,re,re,ADP,re_ADP
10,:,:,PUNCT,:_PUNCT
10,@macys,@macys,PROPN,@macys_PROPN
10,--,--,PUNCT,--_PUNCT
10,We,we,PRON,we_PRON
10,must,must,AUX,must_AUX
10,have,have,VERB,have_VERB
10,strong,strong,ADJ,strong_ADJ
10,borders,border,NOUN,border_NOUN
10,&,&,CCONJ,&_CCONJ
10,amp,amp,PROPN,amp_PROPN
10,",",",",PUNCT,",_PUNCT"
10,stop,stop,VERB,stop_VERB
10,illegal,illegal,ADJ,illegal_ADJ
10,immigration,immigration,NOUN,immigration_NOUN
10,now,now,ADV,now_ADV
10,!,!,PUNCT,!_PUNCT
10,...,...,PUNCT,..._PUNCT
10,https://t.co/HLCboRmTbl,https://t.co/hlcbormtbl,URL,https://t.co/hlcbormtbl_URL
11,ICYMI-,ICYMI-,PROPN,ICYMI-_PROPN
11,This,this,DET,this_DET
11,week,week,NOUN,week_NOUN
11,we,we,PRON,we_PRON
11,hosted,host,VERB,host_VERB
11,a,a,DET,a_DET
11,#,#,SYM,#_SYM
11,MadeInAmerica,MadeInAmerica,PROPN,MadeInAmerica_PROPN
11,event,event,NOUN,event_NOUN
11,",",",",PUNCT,",_PUNCT"
11,right,right,ADV,right_ADV
11,here,here,ADV,here_ADV
11,at,at,ADP,at_ADP
11,the,the,DET,the_DET
11,@WhiteHouse,@whitehouse,PROPN,@whitehouse_PROPN
11,!,!,PUNCT,!_PUNCT
11,If,if,SCONJ,if_SCONJ
11,it,it,PRON,it_PRON
11,is,be,AUX,be_AUX
11,MADE,make,VERB,make_VERB
11,IN,in,ADP,in_ADP
11,AMERICA,AMERICA,PROPN,AMERICA_PROPN
11,",",",",PUNCT,",_PUNCT"
11,it,it,PRON,it_PRON
11,is,be,AUX,be_AUX
11,the,the,DET,the_DET
11,BEST,BEST,PROPN,BEST_PROPN
11,!,!,PUNCT,!_PUNCT
11,USA,USA,PROPN,USA_PROPN
11,🇺,🇺,NFP,🇺_NFP
11,🇸,🇸,NFP,🇸_NFP
11,https://t.co/q4vB9GdE5y,https://t.co/q4vb9gde5y,URL,https://t.co/q4vb9gde5y_URL
12,https://www.mediaite.com/tv/trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy/,https://www.mediaite.com/tv/trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy/,URL,https://www.mediaite.com/tv/trump-team-scored-big-win-with-potentially-explosive-ruling-on-special-master-to-review-docs-taken-by-the-fbi-argues-andrew-mccarthy/_URL
13,Thank,thank,VERB,thank_VERB
13,you,you,PRON,you_PRON
13,Governor,Governor,PROPN,Governor_PROPN
13,Phil,Phil,PROPN,Phil_PROPN
13,Bryant,Bryant,PROPN,Bryant_PROPN
13,-,-,PUNCT,-_PUNCT
13,it,it,PRON,it_PRON
13,was,be,AUX,be_AUX
13,my,my,PRON,my_PRON
13,great,great,ADJ,great_ADJ
13,honor,honor,NOUN,honor_NOUN
13,to,to,PART,to_PART
13,be,be,AUX,be_AUX
13,there,there,ADV,there_ADV
13,!,!,PUNCT,!_PUNCT
13,#,#,SYM,#_SYM
13,MAGA,MAGA,PROPN,MAGA_PROPN
13,https://t.co/UbY7Qu2fMt,https://t.co/UbY7Qu2fMt,URL,https://t.co/UbY7Qu2fMt_URL
14,Thank,thank,VERB,thank_VERB
14,you,you,PRON,you_PRON
14,to,to,ADP,to_ADP
14,Linda,Linda,PROPN,Linda_PROPN
14,Bean,Bean,PROPN,Bean_PROPN
14,of,of,ADP,of_ADP
14,L.L.Bean,L.L.Bean,URL,L.L.Bean_URL
14,for,for,ADP,for_ADP
14,your,your,PRON,your_PRON
14,great,great,ADJ,great_ADJ
14,support,support,NOUN,support_NOUN
14,and,and,CCONJ,and_CCONJ
14,courage,courage,NOUN,courage_NOUN
14,.,.,PUNCT,._PUNCT
14,People,People,NOUN,People_NOUN
14,will,will,AUX,will_AUX
14,support,support,VERB,support_VERB
14,you,you,PRON,you_PRON
14,even,even,ADV,even_ADV
14,more,more,ADV,more_ADV
14,now,now,ADV,now_ADV
14,.,.,PUNCT,._PUNCT
14,Buy,buy,VERB,buy_VERB
14,L.L.Bean,L.L.Bean,URL,L.L.Bean_URL
14,.,.,PUNCT,._PUNCT
14,@LBPerfectMaine,@lbperfectmaine,PROPN,@lbperfectmaine_PROPN
15,"""","""",PUNCT,"""_PUNCT"
15,"""","""",PUNCT,"""_PUNCT"
15,@HarmonBrew,@harmonbrew,PROPN,@harmonbrew_PROPN
15,:,:,PUNCT,:_PUNCT
15,@FoxNews,@foxnews,PROPN,@foxnews_PROPN
15,@megynkelly,@megynkelly,PROPN,@megynkelly_PROPN
15, , ,SPACE, _SPACE
15,DonaldTrump,DonaldTrump,PROPN,DonaldTrump_PROPN
15,#,#,SYM,#_SYM
15,KellyFile,KellyFile,PROPN,KellyFile_PROPN
15,Trump,Trump,PROPN,Trump_PROPN
15,is,be,AUX,be_AUX
15,so,so,ADV,so_ADV
15,right,right,ADJ,right_ADJ
15,about,about,ADP,about_ADP
15,Geller,Geller,PROPN,Geller_PROPN
15,.,.,PUNCT,._PUNCT
15,Megyn,Megyn,NOUN,Megyn_NOUN
15,",",",",PUNCT,",_PUNCT"
15,stop,stop,VERB,stop_VERB
15,advocating,advocate,VERB,advocate_VERB
15,for,for,ADP,for_ADP
15,her,she,PRON,she_PRON
15,",",",",PUNCT,",_PUNCT"
15,its,its,PRON,its_PRON
15,a,a,DET,a_DET
15,loser,loser,NOUN,loser_NOUN
15,.,.,PUNCT,._PUNCT
15,"""","""",PUNCT,"""_PUNCT"
15,"""","""",PUNCT,"""_PUNCT"
16,We,we,PRON,we_PRON
16,now,now,ADV,now_ADV
16,have,have,VERB,have_VERB
16,complete,complete,ADJ,complete_ADJ
16,and,and,CCONJ,and_CCONJ
16,total,total,ADJ,total_ADJ
16,control,control,NOUN,control_NOUN
16,of,of,ADP,of_ADP
16,the,the,DET,the_DET
16,skies,sky,NOUN,sky_NOUN
16,over,over,ADP,over_ADP
16,Iran,Iran,PROPN,Iran_PROPN
16,.,.,PUNCT,._PUNCT
16,Iran,Iran,PROPN,Iran_PROPN
16,had,have,VERB,have_VERB
16,good,good,ADJ,good_ADJ
16,sky,sky,NOUN,sky_NOUN
16,trackers,tracker,NOUN,tracker_NOUN
16,and,and,CCONJ,and_CCONJ
16,other,other,ADJ,other_ADJ
16,defensive,defensive,ADJ,defensive_ADJ
16,equipment,equipment,NOUN,equipment_NOUN
16,",",",",PUNCT,",_PUNCT"
16,and,and,CCONJ,and_CCONJ
16,plenty,plenty,NOUN,plenty_NOUN
16,of,of,ADP,of_ADP
16,it,it,PRON,it_PRON
16,",",",",PUNCT,",_PUNCT"
16,but,but,CCONJ,but_CCONJ
16,it,it,PRON,it_PRON
16,does,do,AUX,do_AUX
16,n’t,not,PART,not_PART
16,compare,compare,VERB,compare_VERB
16,to,to,ADP,to_ADP
16,American,American,PROPN,American_PROPN
16,made,make,VERB,make_VERB
16,",",",",PUNCT,",_PUNCT"
16,conceived,conceive,VERB,conceive_VERB
16,",",",",PUNCT,",_PUNCT"
16,and,and,CCONJ,and_CCONJ
16,manufactured,manufacture,VERB,manufacture_VERB
16,“,"""",PUNCT,"""_PUNCT"
16,stuff,stuff,NOUN,stuff_NOUN
16,.,.,PUNCT,._PUNCT
16,”,"""",PUNCT,"""_PUNCT"
16,Nobody,nobody,PRON,nobody_PRON
16,does,do,VERB,do_VERB
16,it,it,PRON,it_PRON
16,better,well,ADJ,well_ADJ
16,than,than,ADP,than_ADP
16,the,the,DET,the_DET
16,good,good,ADJ,good_ADJ
16,ol’,ol’,ADJ,ol’_ADJ
16,USA,USA,PROPN,USA_PROPN
16,.,.,PUNCT,._PUNCT
17,https://www.thegatewaypundit.com/2025/07/her-biggest-scandal-yet-iran-china-are-circumventing/,https://www.thegatewaypundit.com/2025/07/her-biggest-scandal-yet-iran-china-are-circumventing/,URL,https://www.thegatewaypundit.com/2025/07/her-biggest-scandal-yet-iran-china-are-circumventing/_URL
18,https://www.foxnews.com/politics/hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home,https://www.foxnews.com/politics/hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home,URL,https://www.foxnews.com/politics/hunter-biden-received-250k-wire-from-beijing-with-beneficiary-address-listed-as-joe-biden-delaware-home_URL
19,Via,Via,PROPN,Via_PROPN
19,@BreitbartNews,@BreitbartNews,PROPN,@BreitbartNews_PROPN
19,by,by,ADP,by_ADP
19,@TheTonyLee,@TheTonyLee,PROPN,@TheTonyLee_PROPN
19,:,:,PUNCT,:_PUNCT
19,"""","""",PUNCT,"""_PUNCT"
19,"""","""",PUNCT,"""_PUNCT"
19,@Citizens_United,@citizens_unite,PROPN,@citizens_unite_PROPN
19,sues,sue,NOUN,sue_NOUN
19,@AGSchneiderman,@AGSchneiderman,PROPN,@AGSchneiderman_PROPN
19,for,for,ADP,for_ADP
19,violating,violate,VERB,violate_VERB
19,1st,1st,PROPN,1st_PROPN
19,Amendment,Amendment,PROPN,Amendment_PROPN
19,"""","""",PUNCT,"""_PUNCT"
19,"""","""",PUNCT,"""_PUNCT"
19,http://t.co/1YMvzIOnfI,http://t.co/1ymvzionfi,URL,http://t.co/1ymvzionfi_URL
20,"""","""",PUNCT,"""_PUNCT"
20,"""","""",PUNCT,"""_PUNCT"
20,@LBabcock2,@lbabcock2,PROPN,@lbabcock2_PROPN
20,:,:,PUNCT,:_PUNCT
20, , ,SPACE, _SPACE
20,@oreillyfactor,@oreillyfactor,PROPN,@oreillyfactor_PROPN
20,@FoxNews,@foxnew,PROPN,@foxnew_PROPN
20,I,I,PRON,I_PRON
20,have,have,AUX,have_AUX
20,always,always,ADV,always_ADV
20,wondered,wonder,VERB,wonder_VERB
20,why,why,SCONJ,why_SCONJ
20,Fox,Fox,PROPN,Fox_PROPN
20,kept,keep,VERB,keep_VERB
20,Rove,Rove,PROPN,Rove_PROPN
20,on,on,ADP,on_ADP
20,after,after,ADP,after_ADP
20,his,his,PRON,his_PRON
20,disastrous,disastrous,ADJ,disastrous_ADJ
20,election,election,NOUN,election_NOUN
20,predictions,prediction,NOUN,prediction_NOUN
20,.,.,PUNCT,._PUNCT
20,"""","""",PUNCT,"""_PUNCT"
20,"""","""",PUNCT,"""_PUNCT"
20,He,he,PRON,he_PRON
20,is,be,AUX,be_AUX
20,a,a,DET,a_DET
20,joke,joke,NOUN,joke_NOUN
20,!,!,PUNCT,!_PUNCT
21,Congratulations,congratulation,NOUN,congratulation_NOUN
21,to,to,ADP,to_ADP
21,State,State,PROPN,State_PROPN
21,Representative,Representative,PROPN,Representative_PROPN
21,Karen,Karen,PROPN,Karen_PROPN
21,Whitsett,Whitsett,PROPN,Whitsett_PROPN
21,of,of,ADP,of_ADP
21,Michigan,Michigan,PROPN,Michigan_PROPN
21,.,.,PUNCT,._PUNCT
21,So,so,ADV,so_ADV
21,glad,glad,ADJ,glad_ADJ
21,you,you,PRON,you_PRON
21,are,be,AUX,be_AUX
21,getting,get,VERB,get_VERB
21,better,well,ADJ,well_ADJ
21,!,!,PUNCT,!_PUNCT
21,https://t.co/v6z46rUDtg,https://t.co/v6z46rudtg,URL,https://t.co/v6z46rudtg_URL
22,Congress,Congress,PROPN,Congress_PROPN
22,must,must,AUX,must_AUX
22,approve,approve,VERB,approve_VERB
22,the,the,DET,the_DET
22,deal,deal,NOUN,deal_NOUN
22,",",",",PUNCT,",_PUNCT"
22,without,without,ADP,without_ADP
22,all,all,PRON,all_PRON
22,of,of,ADP,of_ADP
22,the,the,DET,the_DET
22,nonsense,nonsense,NOUN,nonsense_NOUN
22,",",",",PUNCT,",_PUNCT"
22,today,today,NOUN,today_NOUN
22,.,.,PUNCT,._PUNCT
22,The,the,PRON,the_PRON
22,longer,long,ADV,long_ADV
22,it,it,PRON,it_PRON
22,takes,take,VERB,take_VERB
22,",",",",PUNCT,",_PUNCT"
22,the,the,PRON,the_PRON
22,harder,hard,ADJ,hard_ADJ
22,it,it,PRON,it_PRON
22,will,will,AUX,will_AUX
22,be,be,AUX,be_AUX
22,to,to,PART,to_PART
22,start,start,VERB,start_VERB
22,up,up,ADP,up_ADP
22,our,our,PRON,our_PRON
22,economy,economy,NOUN,economy_NOUN
22,.,.,PUNCT,._PUNCT
22,Our,our,PRON,our_PRON
22,workers,worker,NOUN,worker_NOUN
22,will,will,AUX,will_AUX
22,be,be,AUX,be_AUX
22,hurt,hurt,VERB,hurt_VERB
22,!,!,PUNCT,!_PUNCT
23,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement,URL,https://justthenews.com/politics-policy/all-things-trump/trump-serves-meals-border-troops-picks-texas-governors-endorsement_URL
24,RT,RT,PROPN,RT_PROPN
24,@FLOTUS,@FLOTUS,PROPN,@FLOTUS_PROPN
24,:,:,PUNCT,:_PUNCT
24,Wishing,wish,VERB,wish_VERB
24,you,you,PRON,you_PRON
24,all,all,DET,all_DET
24,a,a,PRON,a_PRON
24,very,very,ADV,very_ADV
24,#,#,SYM,#_SYM
24,MerryChristmas,MerryChristmas,PROPN,MerryChristmas_PROPN
24,!,!,PUNCT,!_PUNCT
24,May,may,AUX,may_AUX
24,your,your,PRON,your_PRON
24,day,day,NOUN,day_NOUN
24,be,be,AUX,be_AUX
24,filled,fill,VERB,fill_VERB
24,with,with,ADP,with_ADP
24,peace,peace,NOUN,peace_NOUN
24,",",",",PUNCT,",_PUNCT"
24,love,love,NOUN,love_NOUN
24,and,and,CCONJ,and_CCONJ
24,happiness,happiness,NOUN,happiness_NOUN
24,!,!,PUNCT,!_PUNCT
24,https://t.co/yE6Vejihfo,https://t.co/yE6Vejihfo,URL,https://t.co/yE6Vejihfo_URL
25,The,the,DET,the_DET
25,United,United,PROPN,United_PROPN
25,States,States,PROPN,States_PROPN
25,of,of,ADP,of_ADP
25,America,America,PROPN,America_PROPN
25,is,be,AUX,be_AUX
25,going,go,VERB,go_VERB
25,to,to,PART,to_PART
25,take,take,VERB,take_VERB
25,back,back,ADV,back_ADV
25,a,a,DET,a_DET
25,lot,lot,NOUN,lot_NOUN
25,of,of,ADP,of_ADP
25,what,what,PRON,what_PRON
25,was,be,AUX,be_AUX
25,stolen,steal,VERB,steal_VERB
25,from,from,ADP,from_ADP
25,it,it,PRON,it_PRON
25,by,by,ADP,by_ADP
25,other,other,ADJ,other_ADJ
25,countries,country,NOUN,country_NOUN
25,and,and,CCONJ,and_CCONJ
25,",",",",PUNCT,",_PUNCT"
25,frankly,frankly,ADV,frankly_ADV
25,",",",",PUNCT,",_PUNCT"
25,by,by,ADP,by_ADP
25,incompetent,incompetent,ADJ,incompetent_ADJ
25,U.S.,U.S.,PROPN,U.S._PROPN
25,leadership,leadership,NOUN,leadership_NOUN
25,.,.,PUNCT,._PUNCT
25,We,we,PRON,we_PRON
25,'re,be,AUX,be_AUX
25,going,go,VERB,go_VERB
25,to,to,PART,to_PART
25,take,take,VERB,take_VERB
25,back,back,ADV,back_ADV
25,our,our,PRON,our_PRON
25,wealth,wealth,NOUN,wealth_NOUN
25,and,and,CCONJ,and_CCONJ
25,we,we,PRON,we_PRON
25,'re,be,AUX,be_AUX
25,take,take,VERB,take_VERB
25,back,back,ADV,back_ADV
25,a,a,DET,a_DET
25,lot,lot,NOUN,lot_NOUN
25,of,of,ADP,of_ADP
25,the,the,DET,the_DET
25,companies,company,NOUN,company_NOUN
25,that,that,PRON,that_PRON
25,left,leave,VERB,leave_VERB
25,…,…,PUNCT,…_PUNCT
27,RT,RT,PROPN,RT_PROPN
27, , ,SPACE, _SPACE
27,@mrddmiaIf,@mrddmiaIf,PROPN,@mrddmiaIf_PROPN
27,Trump,Trump,PROPN,Trump_PROPN
27,did,do,AUX,do_AUX
27,n't,not,PART,not_PART
27, , ,SPACE, _SPACE
27,incite,incite,VERB,incite_VERB
27,the,the,DET,the_DET
27,January,January,PROPN,January_PROPN
27,6th,6th,NOUN,6th_NOUN
27,riot,riot,NOUN,riot_NOUN
27,",",",",PUNCT,",_PUNCT"
27,what,what,PRON,what_PRON
27,'s,be,AUX,be_AUX
27,the,the,DET,the_DET
27,actual,actual,ADJ,actual_ADJ
27,crime,crime,NOUN,crime_NOUN
27,and,and,CCONJ,and_CCONJ
27, , ,SPACE, _SPACE
27,conspiracy?Objecting,conspiracy?objecte,VERB,conspiracy?objecte_VERB
27,to,to,ADP,to_ADP
27,the,the,DET,the_DET
27,election,election,NOUN,election_NOUN
27,--,--,PUNCT,--_PUNCT
27,and,and,CCONJ,and_CCONJ
27,submitting,submit,VERB,submit_VERB
27,contingent,contingent,NOUN,contingent_NOUN
27, , ,SPACE, _SPACE
27,electors?Allowed,electors?allowe,VERB,electors?allowe_VERB
27,by,by,ADP,by_ADP
27,Electoral,Electoral,PROPN,Electoral_PROPN
27,Count,Count,PROPN,Count_PROPN
27,Act,Act,PROPN,Act_PROPN
27,of,of,ADP,of_ADP
27,1887.Twisting,1887.twiste,URL,1887.twiste_URL
27, , ,SPACE, _SPACE
27,political,political,ADJ,political_ADJ
27,arms?Allowed,arms?allowe,VERB,arms?allowe_VERB
27,by,by,ADP,by_ADP
27,First,First,PROPN,First_PROPN
27,Amendment,Amendment,PROPN,Amendment_PROPN
27,.,.,PUNCT,._PUNCT
27,Trump,Trump,PROPN,Trump_PROPN
27,'s,'s,PART,'s_PART
27, , ,SPACE, _SPACE
27,"""","""",PUNCT,"""_PUNCT"
27,"crime""?Winning","crime""?winne",VERB,"crime""?winne_VERB"
27,in,in,ADP,in_ADP
27, , ,SPACE, _SPACE
27,2016,2016,NUM,2016_NUM
27,.,.,PUNCT,._PUNCT
28,JOBS,JOBS,PROPN,JOBS_PROPN
28,",",",",PUNCT,",_PUNCT"
28,JOBS,JOBS,PROPN,JOBS_PROPN
28,",",",",PUNCT,",_PUNCT"
28,JOBS,JOBS,PROPN,JOBS_PROPN
28,!,!,PUNCT,!_PUNCT
28,#,#,SYM,#_SYM
28,MAGA,MAGA,PROPN,MAGA_PROPN
28,https://t.co/ZqPjsPUX0,https://t.co/ZqPjsPUX0,URL,https://t.co/ZqPjsPUX0_URL
28,t,t,PROPN,t_PROPN
29,Facebook,Facebook,PROPN,Facebook_PROPN
29,was,be,AUX,be_AUX
29,always,always,ADV,always_ADV
29,anti,anti,ADJ,anti_ADJ
29,-,-,ADJ,-_ADJ
29,Trump,trump,ADJ,trump_ADJ
29,.,.,PUNCT,._PUNCT
29,The,the,DET,the_DET
29,Networks,Networks,PROPN,Networks_PROPN
29,were,be,AUX,be_AUX
29,always,always,ADV,always_ADV
29,anti,anti,ADJ,anti_ADJ
29,-,-,ADJ,-_ADJ
29,Trump,trump,ADJ,trump_ADJ
29,hence,hence,ADV,hence_ADV
29,",",",",PUNCT,",_PUNCT"
29,Fake,Fake,PROPN,Fake_PROPN
29,News,News,PROPN,News_PROPN
29,",",",",PUNCT,",_PUNCT"
29,@nytimes(apologized,@nytimes(apologize,PROPN,@nytimes(apologize_PROPN
29,),),PUNCT,)_PUNCT
29,&,&,CCONJ,&_CCONJ
29,amp,amp,PROPN,amp_PROPN
29,",",",",PUNCT,",_PUNCT"
29,@WaPo,@WaPo,PROPN,@WaPo_PROPN
29,were,be,AUX,be_AUX
29,anti,anti,ADJ,anti_ADJ
29,-,-,ADJ,-_ADJ
29,Trump,trump,ADJ,trump_ADJ
29,.,.,PUNCT,._PUNCT
29,Collusion,collusion,NOUN,collusion_NOUN
29,?,?,PUNCT,?_PUNCT
30,"""","""",PUNCT,"""_PUNCT"
30,"""","""",PUNCT,"""_PUNCT"
30,@NPHerron,@NPHerron,PROPN,@NPHerron_PROPN
30,:,:,PUNCT,:_PUNCT
30,@realDonaldTrump,@realdonaldtrump,PROPN,@realdonaldtrump_PROPN
30,For,for,ADP,for_ADP
30,president,president,NOUN,president_NOUN
30,#,#,SYM,#_SYM
30,2016election,2016election,NOUN,2016election_NOUN
30,"""","""",PUNCT,"""_PUNCT"
30,"""","""",PUNCT,"""_PUNCT"
31,The,the,DET,the_DET
31,Zimmerman,Zimmerman,PROPN,Zimmerman_PROPN
