post_id,date,sentence_id,token_id,sentence_text,word,lemma,pos,lemma_p
3,2013-06-12,2,1,Great to have our former.,Great,great,ADJ,great_ADJ
3,2013-06-12,2,2,Great to have our former.,to,to,PART,to_PART
3,2013-06-12,2,3,Great to have our former.,have,have,VERB,have_VERB
3,2013-06-12,2,4,Great to have our former.,our,our,PRON,our_PRON
3,2013-06-12,2,5,Great to have our former.,former,former,ADJ,former_ADJ
3,2013-06-12,2,6,Great to have our former.,.,.,PUNCT,._PUNCT
3,2013-06-12,3,1,Miss Alabama!,Miss,Miss,PROPN,Miss_PROPN
3,2013-06-12,3,2,Miss Alabama!,Alabama,Alabama,PROPN,Alabama_PROPN
3,2013-06-12,3,3,Miss Alabama!,!,!,PUNCT,!_PUNCT
4,2011-09-04,1,1,Addressing  the Rise of Chronic Childhood Illnesses.,Addressing,address,VERB,address_VERB
4,2011-09-04,1,2,Addressing  the Rise of Chronic Childhood Illnesses., , ,SPACE, _SPACE
4,2011-09-04,1,3,Addressing  the Rise of Chronic Childhood Illnesses.,the,the,DET,the_DET
4,2011-09-04,1,4,Addressing  the Rise of Chronic Childhood Illnesses.,Rise,rise,NOUN,rise_NOUN
4,2011-09-04,1,5,Addressing  the Rise of Chronic Childhood Illnesses.,of,of,ADP,of_ADP
4,2011-09-04,1,6,Addressing  the Rise of Chronic Childhood Illnesses.,Chronic,Chronic,PROPN,Chronic_PROPN
4,2011-09-04,1,7,Addressing  the Rise of Chronic Childhood Illnesses.,Childhood,Childhood,PROPN,Childhood_PROPN
4,2011-09-04,1,8,Addressing  the Rise of Chronic Childhood Illnesses.,Illnesses,Illnesses,PROPN,Illnesses_PROPN
4,2011-09-04,1,9,Addressing  the Rise of Chronic Childhood Illnesses.,.,.,PUNCT,._PUNCT
4,2011-09-04,2,1,#AGENDA47,#,#,SYM,#_SYM
4,2011-09-04,2,2,#AGENDA47,AGENDA47,AGENDA47,NOUN,AGENDA47_NOUN
5,2020-05-11,1,1,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,RT,RT,PROPN,RT_PROPN
5,2020-05-11,1,2,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,@darhar981,@darhar981,PROPN,@darhar981_PROPN
5,2020-05-11,1,3,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,:,:,PUNCT,:_PUNCT
5,2020-05-11,1,4,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Attorney,Attorney,PROPN,Attorney_PROPN
5,2020-05-11,1,5,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,General,General,PROPN,General_PROPN
5,2020-05-11,1,6,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Barr,Barr,PROPN,Barr_PROPN
5,2020-05-11,1,7,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,’s,’s,PART,’s_PART
5,2020-05-11,1,8,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Office,office,NOUN,office_NOUN
5,2020-05-11,1,9,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Shreds,shred,VERB,shred_VERB
5,2020-05-11,1,10,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,NBC,NBC,PROPN,NBC_PROPN
5,2020-05-11,1,11,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,’s,’s,PART,’s_PART
5,2020-05-11,1,12,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Chuck,Chuck,PROPN,Chuck_PROPN
5,2020-05-11,1,13,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Todd,Todd,PROPN,Todd_PROPN
5,2020-05-11,1,14,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,For,for,ADP,for_ADP
5,2020-05-11,1,15,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,‘,',PUNCT,'_PUNCT
5,2020-05-11,1,16,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Deceptive,Deceptive,PROPN,Deceptive_PROPN
5,2020-05-11,1,17,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,Editing,editing,NOUN,editing_NOUN
5,2020-05-11,1,18,RT @darhar981: Attorney General Barr’s Office Shreds NBC’s Chuck Todd For ‘Deceptive Editing’,’,',PUNCT,'_PUNCT
5,2020-05-11,2,1,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Of,of,ADP,of_ADP
5,2020-05-11,2,2,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Barr,Barr,PROPN,Barr_PROPN
5,2020-05-11,2,3,"Of Barr’s Comments 
On “Meet The Press,” Todd…",’s,’s,PART,’s_PART
5,2020-05-11,2,4,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Comments,comment,NOUN,comment_NOUN
5,2020-05-11,2,5,"Of Barr’s Comments 
On “Meet The Press,” Todd…","
","
",SPACE,"
_SPACE"
5,2020-05-11,2,6,"Of Barr’s Comments 
On “Meet The Press,” Todd…",On,on,ADP,on_ADP
5,2020-05-11,2,7,"Of Barr’s Comments 
On “Meet The Press,” Todd…",“,"""",PUNCT,"""_PUNCT"
5,2020-05-11,2,8,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Meet,Meet,PROPN,Meet_PROPN
5,2020-05-11,2,9,"Of Barr’s Comments 
On “Meet The Press,” Todd…",The,The,PROPN,The_PROPN
5,2020-05-11,2,10,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Press,Press,PROPN,Press_PROPN
5,2020-05-11,2,11,"Of Barr’s Comments 
On “Meet The Press,” Todd…",",",",",PUNCT,",_PUNCT"
5,2020-05-11,2,12,"Of Barr’s Comments 
On “Meet The Press,” Todd…",”,"""",PUNCT,"""_PUNCT"
5,2020-05-11,2,13,"Of Barr’s Comments 
On “Meet The Press,” Todd…",Todd,todd,ADJ,todd_ADJ
5,2020-05-11,2,14,"Of Barr’s Comments 
On “Meet The Press,” Todd…",…,…,PUNCT,…_PUNCT
6,2011-09-07,1,1,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,RT,RT,PROPN,RT_PROPN
6,2011-09-07,1,2,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸, , ,SPACE, _SPACE
6,2011-09-07,1,3,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,@MagaGlam,@magaglam,SYM,@magaglam_SYM
6,2011-09-07,1,4,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,🇺,🇺,X,🇺_X
6,2011-09-07,1,5,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,🇸,🇸,NOUN,🇸_NOUN
6,2011-09-07,1,6,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,♥,♥,PROPN,♥_PROPN
6,2011-09-07,1,7,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,️,️,X,️_X
6,2011-09-07,1,8,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Bring,bring,VERB,bring_VERB
6,2011-09-07,1,9,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Back,back,ADP,back_ADP
6,2011-09-07,1,10,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸, , ,SPACE, _SPACE
6,2011-09-07,1,11,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,Trump,Trump,PROPN,Trump_PROPN
6,2011-09-07,1,12,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸, , ,SPACE, _SPACE
6,2011-09-07,1,13,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,💙,💙,PROPN,💙_PROPN
6,2011-09-07,1,14,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,🇺,🇺,NOUN,🇺_NOUN
6,2011-09-07,1,15,RT  @MagaGlam🇺🇸♥️ Bring Back  Trump  💙🇺🇸,🇸,🇸,X,🇸_X
8,2025-03-19,1,1,The CBP Home App is now available across all mobile App Stores!,The,the,DET,the_DET
8,2025-03-19,1,2,The CBP Home App is now available across all mobile App Stores!,CBP,CBP,PROPN,CBP_PROPN
8,2025-03-19,1,3,The CBP Home App is now available across all mobile App Stores!,Home,Home,PROPN,Home_PROPN
8,2025-03-19,1,4,The CBP Home App is now available across all mobile App Stores!,App,App,PROPN,App_PROPN
8,2025-03-19,1,5,The CBP Home App is now available across all mobile App Stores!,is,be,AUX,be_AUX
8,2025-03-19,1,6,The CBP Home App is now available across all mobile App Stores!,now,now,ADV,now_ADV
8,2025-03-19,1,7,The CBP Home App is now available across all mobile App Stores!,available,available,ADJ,available_ADJ
8,2025-03-19,1,8,The CBP Home App is now available across all mobile App Stores!,across,across,ADP,across_ADP
8,2025-03-19,1,9,The CBP Home App is now available across all mobile App Stores!,all,all,DET,all_DET
8,2025-03-19,1,10,The CBP Home App is now available across all mobile App Stores!,mobile,mobile,ADJ,mobile_ADJ
8,2025-03-19,1,11,The CBP Home App is now available across all mobile App Stores!,App,App,PROPN,App_PROPN
8,2025-03-19,1,12,The CBP Home App is now available across all mobile App Stores!,Stores,store,NOUN,store_NOUN
8,2025-03-19,1,13,The CBP Home App is now available across all mobile App Stores!,!,!,PUNCT,!_PUNCT
9,2019-01-23,1,1,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Congratulations,congratulation,NOUN,congratulation_NOUN
9,2019-01-23,1,2,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,to,to,ADP,to_ADP
9,2019-01-23,1,3,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Mariano,Mariano,PROPN,Mariano_PROPN
9,2019-01-23,1,4,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Rivera,Rivera,PROPN,Rivera_PROPN
9,2019-01-23,1,5,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,on,on,ADP,on_ADP
9,2019-01-23,1,6,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,unanimously,unanimously,ADV,unanimously_ADV
9,2019-01-23,1,7,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,being,be,AUX,be_AUX
9,2019-01-23,1,8,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,elected,elect,VERB,elect_VERB
9,2019-01-23,1,9,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,to,to,ADP,to_ADP
9,2019-01-23,1,10,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,the,the,DET,the_DET
9,2019-01-23,1,11,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,National,National,PROPN,National_PROPN
9,2019-01-23,1,12,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Baseball,Baseball,PROPN,Baseball_PROPN
9,2019-01-23,1,13,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Hall,Hall,PROPN,Hall_PROPN
9,2019-01-23,1,14,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,of,of,ADP,of_ADP
9,2019-01-23,1,15,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,Fame,Fame,PROPN,Fame_PROPN
9,2019-01-23,1,16,Congratulations to Mariano Rivera on unanimously being elected to the National Baseball Hall of Fame!,!,!,PUNCT,!_PUNCT
9,2019-01-23,2,1,Not only a great player but a great person.,Not,not,PART,not_PART
9,2019-01-23,2,2,Not only a great player but a great person.,only,only,ADV,only_ADV
9,2019-01-23,2,3,Not only a great player but a great person.,a,a,DET,a_DET
9,2019-01-23,2,4,Not only a great player but a great person.,great,great,ADJ,great_ADJ
9,2019-01-23,2,5,Not only a great player but a great person.,player,player,NOUN,player_NOUN
9,2019-01-23,2,6,Not only a great player but a great person.,but,but,CCONJ,but_CCONJ
9,2019-01-23,2,7,Not only a great player but a great person.,a,a,DET,a_DET
9,2019-01-23,2,8,Not only a great player but a great person.,great,great,ADJ,great_ADJ
9,2019-01-23,2,9,Not only a great player but a great person.,person,person,NOUN,person_NOUN
9,2019-01-23,2,10,Not only a great player but a great person.,.,.,PUNCT,._PUNCT
9,2019-01-23,3,1,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,I,I,PRON,I_PRON
9,2019-01-23,3,2,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,am,be,AUX,be_AUX
9,2019-01-23,3,3,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,thankful,thankful,ADJ,thankful_ADJ
9,2019-01-23,3,4,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,for,for,ADP,for_ADP
9,2019-01-23,3,5,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Mariano,Mariano,PROPN,Mariano_PROPN
9,2019-01-23,3,6,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,’s,’s,PART,’s_PART
9,2019-01-23,3,7,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,support,support,NOUN,support_NOUN
9,2019-01-23,3,8,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,of,of,ADP,of_ADP
9,2019-01-23,3,9,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,the,the,DET,the_DET
9,2019-01-23,3,10,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Opioid,Opioid,PROPN,Opioid_PROPN
9,2019-01-23,3,11,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Drug,Drug,PROPN,Drug_PROPN
9,2019-01-23,3,12,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Abuse,Abuse,PROPN,Abuse_PROPN
9,2019-01-23,3,13,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,Commission,Commission,PROPN,Commission_PROPN
9,2019-01-23,3,14,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,and,and,CCONJ,and_CCONJ
9,2019-01-23,3,15,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,@FitnessGov,@fitnessgov,NOUN,@fitnessgov_NOUN
9,2019-01-23,3,16,I am thankful for Mariano’s support of the Opioid Drug Abuse Commission and @FitnessGov.,.,.,PUNCT,._PUNCT
9,2019-01-23,4,1,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,#,#,SYM,#_SYM
9,2019-01-23,4,2,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,EnterSandman,EnterSandman,PROPN,EnterSandman_PROPN
9,2019-01-23,4,3,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,#,#,SYM,#_SYM
9,2019-01-23,4,4,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,HOF2019,HOF2019,PROPN,HOF2019_PROPN
9,2019-01-23,4,5,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,💯,💯,PROPN,💯_PROPN
9,2019-01-23,4,6,#EnterSandman #HOF2019💯 https://t.co/reU1gKWHSQ,https://t.co/reU1gKWHSQ,https://t.co/reU1gKWHSQ,PROPN,https://t.co/reU1gKWHSQ_PROPN
10,2015-07-01,1,1,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",My,my,PRON,my_PRON
10,2015-07-01,1,2,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",recent,recent,ADJ,recent_ADJ
10,2015-07-01,1,3,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",statement,statement,NOUN,statement_NOUN
10,2015-07-01,1,4,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",re,re,ADP,re_ADP
10,2015-07-01,1,5,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",:,:,PUNCT,:_PUNCT
10,2015-07-01,1,6,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",@macys,@macys,PROPN,@macys_PROPN
10,2015-07-01,1,7,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",--,--,PUNCT,--_PUNCT
10,2015-07-01,1,8,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",We,we,PRON,we_PRON
10,2015-07-01,1,9,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",must,must,AUX,must_AUX
10,2015-07-01,1,10,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",have,have,VERB,have_VERB
10,2015-07-01,1,11,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",strong,strong,ADJ,strong_ADJ
10,2015-07-01,1,12,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",borders,border,NOUN,border_NOUN
10,2015-07-01,1,13,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",&,&,CCONJ,&_CCONJ
10,2015-07-01,1,14,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",amp,amp,PROPN,amp_PROPN
10,2015-07-01,1,15,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",",",",",PUNCT,",_PUNCT"
10,2015-07-01,1,16,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",stop,stop,VERB,stop_VERB
10,2015-07-01,1,17,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",illegal,illegal,ADJ,illegal_ADJ
10,2015-07-01,1,18,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",immigration,immigration,NOUN,immigration_NOUN
10,2015-07-01,1,19,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",now,now,ADV,now_ADV
10,2015-07-01,1,20,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",!,!,PUNCT,!_PUNCT
10,2015-07-01,1,21,"My recent statement re: @macys -- We must have strong borders &amp, stop illegal immigration now!...",...,...,PUNCT,..._PUNCT
10,2015-07-01,2,1,https://t.co/HLCboRmTbl,https://t.co/HLCboRmTbl,https://t.co/hlcbormtbl,NOUN,https://t.co/hlcbormtbl_NOUN
11,2017-07-21,1,1,ICYMI-,ICYMI-,ICYMI-,PROPN,ICYMI-_PROPN
11,2017-07-21,2,1,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",This,this,DET,this_DET
11,2017-07-21,2,2,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",week,week,NOUN,week_NOUN
11,2017-07-21,2,3,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",we,we,PRON,we_PRON
11,2017-07-21,2,4,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",hosted,host,VERB,host_VERB
11,2017-07-21,2,5,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",a,a,DET,a_DET
11,2017-07-21,2,6,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",#,#,SYM,#_SYM
11,2017-07-21,2,7,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",MadeInAmerica,MadeInAmerica,PROPN,MadeInAmerica_PROPN
11,2017-07-21,2,8,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",event,event,NOUN,event_NOUN
11,2017-07-21,2,9,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",",",",",PUNCT,",_PUNCT"
11,2017-07-21,2,10,"This week we hosted a #MadeInAmerica event, right here at the @WhiteHouse!",right,right,ADV,right_ADV
